study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_strategy	read_count	base_count	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias
PRJNA544527	SAMN11848841	SRX5990403	SRR9220052	562	Escherichia coli	WGS	2539259	688597778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220052/SRR9220052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220052/SRR9220052_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9220052	am_0171_0060_f1
PRJNA544527	SAMN11848842	SRX5990402	SRR9220053	562	Escherichia coli	WGS	7010239	1916335762	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220053/SRR9220053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220053/SRR9220053_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9220053	am_0171_0060_f2
PRJNA544527	SAMN11848835	SRX5990401	SRR9220054	562	Escherichia coli	WGS	3736349	954178687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220054/SRR9220054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220054/SRR9220054_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9220054	am_0171_0060_d1
PRJNA544527	SAMN11848836	SRX5990400	SRR9220055	562	Escherichia coli	WGS	11069095	2868898981	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220055/SRR9220055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220055/SRR9220055_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9220055	am_0171_0060_d2
PRJNA544527	SAMN11848724	SRX5990399	SRR9220056	562	Escherichia coli	WGS	3885807	1075706761	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220056/SRR9220056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220056/SRR9220056_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9220056	am_0025_0085_e1
PRJNA544527	SAMN11848723	SRX5990398	SRR9220057	562	Escherichia coli	WGS	3182185	890283841	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220057/SRR9220057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220057/SRR9220057_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9220057	am_0025_0085_c2
PRJNA544527	SAMN11848722	SRX5990397	SRR9220058	562	Escherichia coli	WGS	4307548	1204415633	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220058/SRR9220058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220058/SRR9220058_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9220058	am_0025_0085_c1
PRJNA544527	SAMN11848721	SRX5990396	SRR9220059	562	Escherichia coli	WGS	4041891	1138755313	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220059/SRR9220059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220059/SRR9220059_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9220059	am_0025_0083_f8
PRJNA544527	SAMN11848720	SRX5990395	SRR9220060	562	Escherichia coli	WGS	790590	222378827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220060/SRR9220060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220060/SRR9220060_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9220060	am_0025_0078_h9
PRJNA544527	SAMN11848719	SRX5990394	SRR9220061	562	Escherichia coli	WGS	346620	97138724	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220061/SRR9220061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220061/SRR9220061_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9220061	am_0025_0078_h8
PRJNA544527	SAMN11848718	SRX5990393	SRR9220062	562	Escherichia coli	WGS	873079	243755753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220062/SRR9220062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220062/SRR9220062_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9220062	am_0025_0078_h7
PRJNA544527	SAMN11848717	SRX5990392	SRR9220063	562	Escherichia coli	WGS	896944	251850145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220063/SRR9220063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220063/SRR9220063_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9220063	am_0025_0078_h11
PRJNA544527	SAMN11848716	SRX5990391	SRR9220064	562	Escherichia coli	WGS	606556	167972549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220064/SRR9220064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220064/SRR9220064_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9220064	am_0025_0078_h10
PRJNA544527	SAMN11848715	SRX5990390	SRR9220065	562	Escherichia coli	WGS	1255712	350110369	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220065/SRR9220065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220065/SRR9220065_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9220065	am_0025_0078_g9
PRJNA544527	SAMN11848201	SRX5990389	SRR9220066	28026	Bifidobacterium pseudocatenulatum	WGS	3372380	948416479	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220066/SRR9220066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220066/SRR9220066_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9220066	am_0171_0081_e6
PRJNA544527	SAMN11848202	SRX5990388	SRR9220067	28026	Bifidobacterium pseudocatenulatum	WGS	1711859	475942400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220067/SRR9220067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220067/SRR9220067_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9220067	am_0171_0081_f2
PRJNA544527	SAMN11848199	SRX5990387	SRR9220068	28026	Bifidobacterium pseudocatenulatum	WGS	2757946	773227343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220068/SRR9220068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220068/SRR9220068_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9220068	am_0171_0081_e3
PRJNA544527	SAMN11848200	SRX5990386	SRR9220069	28026	Bifidobacterium pseudocatenulatum	WGS	3635347	1018586074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220069/SRR9220069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220069/SRR9220069_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9220069	am_0171_0081_e4
PRJNA544527	SAMN11848197	SRX5990385	SRR9220070	28026	Bifidobacterium pseudocatenulatum	WGS	6163748	1726065235	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220070/SRR9220070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220070/SRR9220070_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9220070	am_0171_0081_d6
PRJNA544527	SAMN11848198	SRX5990384	SRR9220071	28026	Bifidobacterium pseudocatenulatum	WGS	2818567	789674718	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220071/SRR9220071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220071/SRR9220071_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9220071	am_0171_0081_e2
PRJNA544527	SAMN11848195	SRX5990383	SRR9220072	28026	Bifidobacterium pseudocatenulatum	WGS	4388886	1227319391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220072/SRR9220072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220072/SRR9220072_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9220072	am_0171_0081_d4
PRJNA544527	SAMN11848196	SRX5990382	SRR9220073	28026	Bifidobacterium pseudocatenulatum	WGS	4545943	1275190406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220073/SRR9220073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220073/SRR9220073_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9220073	am_0171_0081_d5
PRJNA544527	SAMN11848203	SRX5990381	SRR9220074	28026	Bifidobacterium pseudocatenulatum	WGS	2101382	589401926	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220074/SRR9220074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220074/SRR9220074_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9220074	am_0171_0081_f3
PRJNA544527	SAMN11848204	SRX5990380	SRR9220075	28026	Bifidobacterium pseudocatenulatum	WGS	2680882	751044576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220075/SRR9220075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220075/SRR9220075_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9220075	am_0171_0081_f4
PRJNA544527	SAMN11848924	SRX5990379	SRR9220076	562	Escherichia coli	WGS	1009154	258232114	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220076/SRR9220076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220076/SRR9220076_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9220076	av_0103_0073_f11
PRJNA544527	SAMN11848923	SRX5990378	SRR9220077	562	Escherichia coli	WGS	341762	83638766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220077/SRR9220077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220077/SRR9220077_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9220077	av_0103_0073_d11
PRJNA544527	SAMN11848121	SRX5990377	SRR9220078	28026	Bifidobacterium pseudocatenulatum	WGS	1583447	443514654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220078/SRR9220078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220078/SRR9220078_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9220078	am_0171_0051_f1
PRJNA544527	SAMN11848122	SRX5990376	SRR9220079	28026	Bifidobacterium pseudocatenulatum	WGS	2089452	578359072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220079/SRR9220079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220079/SRR9220079_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9220079	am_0171_0051_f2
PRJNA544527	SAMN11848119	SRX5990375	SRR9220080	28026	Bifidobacterium pseudocatenulatum	WGS	1606296	444896857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220080/SRR9220080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220080/SRR9220080_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9220080	am_0171_0051_e3
PRJNA544527	SAMN11848120	SRX5990374	SRR9220081	28026	Bifidobacterium pseudocatenulatum	WGS	3174041	888122805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220081/SRR9220081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220081/SRR9220081_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9220081	am_0171_0051_e7
PRJNA544527	SAMN11848117	SRX5990373	SRR9220082	28026	Bifidobacterium pseudocatenulatum	WGS	464469	129528667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220082/SRR9220082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220082/SRR9220082_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9220082	am_0171_0051_d3
PRJNA544527	SAMN11848118	SRX5990372	SRR9220083	28026	Bifidobacterium pseudocatenulatum	WGS	1741470	477539525	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220083/SRR9220083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220083/SRR9220083_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9220083	am_0171_0051_d7
PRJNA544527	SAMN11848115	SRX5990371	SRR9220084	28026	Bifidobacterium pseudocatenulatum	WGS	3359023	908725611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220084/SRR9220084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220084/SRR9220084_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9220084	am_0171_0051_c3
PRJNA544527	SAMN11848116	SRX5990370	SRR9220085	28026	Bifidobacterium pseudocatenulatum	WGS	3078661	832904692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220085/SRR9220085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220085/SRR9220085_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9220085	am_0171_0051_c6
PRJNA544527	SAMN11848363	SRX5990369	SRR9220086	74426	Collinsella aerofaciens	WGS	1991117	557796398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220086/SRR9220086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220086/SRR9220086_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9220086	aa_0143_0087_h7
PRJNA544527	SAMN11848364	SRX5990368	SRR9220087	74426	Collinsella aerofaciens	WGS	2538806	702985702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220087/SRR9220087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220087/SRR9220087_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9220087	aa_0143_0089_a6
PRJNA544527	SAMN11848107	SRX5990367	SRR9220088	28026	Bifidobacterium pseudocatenulatum	WGS	3553967	982229644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220088/SRR9220088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220088/SRR9220088_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9220088	aa_0143_0089_g3
PRJNA544527	SAMN11848355	SRX5990366	SRR9220089	1522	[Clostridium] innocuum	WGS	3280582	919263972	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220089/SRR9220089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220089/SRR9220089_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9220089	cx_0004_0077_f1
PRJNA544527	SAMN11848356	SRX5990365	SRR9220090	1522	[Clostridium] innocuum	WGS	2954033	824464262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220090/SRR9220090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220090/SRR9220090_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9220090	cx_0004_0077_f2
PRJNA544527	SAMN11848357	SRX5990364	SRR9220091	1522	[Clostridium] innocuum	WGS	1345679	379931940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220091/SRR9220091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220091/SRR9220091_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9220091	cx_0004_0077_g1
PRJNA544527	SAMN11848358	SRX5990363	SRR9220092	1522	[Clostridium] innocuum	WGS	1119667	314920053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220092/SRR9220092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220092/SRR9220092_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9220092	cx_0004_0077_g2
PRJNA544527	SAMN11848359	SRX5990362	SRR9220093	1522	[Clostridium] innocuum	WGS	586317	165402181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220093/SRR9220093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220093/SRR9220093_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9220093	cx_0004_0077_h1
PRJNA544527	SAMN11848360	SRX5990361	SRR9220094	1522	[Clostridium] innocuum	WGS	591704	166868263	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220094/SRR9220094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220094/SRR9220094_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9220094	cx_0004_0077_h2
PRJNA544527	SAMN11848361	SRX5990360	SRR9220095	2584627	Clostridium sp. BIOML-A1	WGS	875844	245442185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220095/SRR9220095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220095/SRR9220095_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9220095	am_0171_0068_h2
PRJNA544527	SAMN11848362	SRX5990359	SRR9220096	74426	Collinsella aerofaciens	WGS	3205243	880941375	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220096/SRR9220096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220096/SRR9220096_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9220096	aa_0143_0087_d7
PRJNA544527	SAMN11848704	SRX5990358	SRR9220097	562	Escherichia coli	WGS	2879838	783691484	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220097/SRR9220097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220097/SRR9220097_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9220097	am_0025_0078_e12
PRJNA544527	SAMN11848703	SRX5990357	SRR9220098	562	Escherichia coli	WGS	2548892	697183579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220098/SRR9220098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220098/SRR9220098_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9220098	am_0025_0078_e11
PRJNA544527	SAMN11848945	SRX5990356	SRR9220099	562	Escherichia coli	WGS	1824695	469782252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220099/SRR9220099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220099/SRR9220099_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9220099	bf_0095_0059_d9
PRJNA544527	SAMN11849041	SRX5990355	SRR9220100	562	Escherichia coli	WGS	953539	248372402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220100/SRR9220100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220100/SRR9220100_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9220100	cx_0004_0072_d12
PRJNA544527	SAMN11848696	SRX5990354	SRR9220101	562	Escherichia coli	WGS	2531545	682774965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220101/SRR9220101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220101/SRR9220101_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9220101	am_0025_0078_c9
PRJNA544527	SAMN11848695	SRX5990353	SRR9220102	562	Escherichia coli	WGS	3647201	1000804268	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220102/SRR9220102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220102/SRR9220102_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9220102	am_0025_0078_c12
PRJNA544527	SAMN11848698	SRX5990352	SRR9220103	562	Escherichia coli	WGS	2282173	588382639	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220103/SRR9220103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220103/SRR9220103_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9220103	am_0025_0078_d11
PRJNA544527	SAMN11848697	SRX5990351	SRR9220104	562	Escherichia coli	WGS	2247200	585428639	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220104/SRR9220104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220104/SRR9220104_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9220104	am_0025_0078_d10
PRJNA544527	SAMN11848700	SRX5990350	SRR9220105	562	Escherichia coli	WGS	5985342	1543642530	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220105/SRR9220105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220105/SRR9220105_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9220105	am_0025_0078_d8
PRJNA544527	SAMN11848699	SRX5990349	SRR9220106	562	Escherichia coli	WGS	2654567	680167300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220106/SRR9220106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9220106/SRR9220106_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9220106	am_0025_0078_d12
PRJNA544527	SAMN11848702	SRX5990348	SRR9220107	562	Escherichia coli	WGS	3794230	1004233434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220107/SRR9220107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9220107/SRR9220107_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9220107	am_0025_0078_e10
PRJNA544527	SAMN11848701	SRX5990347	SRR9220108	562	Escherichia coli	WGS	1072432	268035065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220108/SRR9220108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9220108/SRR9220108_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9220108	am_0025_0078_d9
PRJNA544527	SAMN11848175	SRX5990346	SRR9220109	28026	Bifidobacterium pseudocatenulatum	WGS	1923966	496043715	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220109/SRR9220109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9220109/SRR9220109_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9220109	am_0171_0068_f4
PRJNA544527	SAMN11848774	SRX5990345	SRR9220110	562	Escherichia coli	WGS	1434229	398122754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220110/SRR9220110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9220110/SRR9220110_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9220110	am_0052_0079_h5
PRJNA544527	SAMN11848773	SRX5990344	SRR9220111	562	Escherichia coli	WGS	347097	96208020	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220111/SRR9220111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9220111/SRR9220111_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9220111	am_0052_0079_h4
PRJNA544527	SAMN11848518	SRX5990343	SRR9220112	1354	Enterococcus hirae	WGS	7253664	1809473482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220112/SRR9220112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9220112/SRR9220112_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9220112	an_0080_0048_e1
PRJNA544527	SAMN11848768	SRX5990342	SRR9220113	562	Escherichia coli	WGS	1405486	390545211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220113/SRR9220113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9220113/SRR9220113_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9220113	am_0052_0079_g4
PRJNA544527	SAMN11848767	SRX5990341	SRR9220114	562	Escherichia coli	WGS	1303902	364216790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220114/SRR9220114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9220114/SRR9220114_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9220114	am_0052_0079_g3
PRJNA544527	SAMN11848766	SRX5990340	SRR9220115	562	Escherichia coli	WGS	947075	263293171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220115/SRR9220115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9220115/SRR9220115_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9220115	am_0052_0079_g2
